phecode	phecode_string	category
GI_523	Diverticular disease [Bowel diverticulosis]	Gastrointestinal
GI_523.1	Diverticula of small intestine	Gastrointestinal
GI_523.2	Diverticula of colon	Gastrointestinal
GI_523.3	Gastric diverticulum	Gastrointestinal
GI_523.4	Diverticulitis	Gastrointestinal
GI_524	Functional intestinal disorder	Gastrointestinal
GI_524.1	Irritable bowel syndrome	Gastrointestinal
GI_524.2	Neurogenic bowel	Gastrointestinal
GI_524.3	Megacolon (other than Hirschsprung's)	Gastrointestinal
GI_525	Intestinal malabsorption	Gastrointestinal
GI_525.1	Celiac disease	Gastrointestinal
GI_525.2	Pancreatic steatorrhea	Gastrointestinal
GI_526	Intestinal infection	Gastrointestinal
GI_526.1	Bacterial enteritis	Gastrointestinal
GI_526.11	Intestinal e.coli	Gastrointestinal
GI_526.12	Intestinal infection due to C. difficile	Gastrointestinal
GI_526.2	Viral enteritis	Gastrointestinal
GI_526.3	Intestinal infection due to protozoa	Gastrointestinal
GI_527	Abdominal pain	Gastrointestinal
GI_527.1	Abdominal migraine*	Gastrointestinal
GI_527.2	Abdominal tenderness	Gastrointestinal
GI_527.3	Functional dyspepsia	Gastrointestinal
GI_527.4	Colic	Gastrointestinal
GI_528	Nausea and vomiting	Gastrointestinal
GI_528.1	Nausea	Gastrointestinal
GI_528.2	Vomiting	Gastrointestinal
GI_529	Symptoms involving digestive system	Gastrointestinal
GI_529.1	Diarrhea	Gastrointestinal
GI_529.2	"Flatulence, eructation, and gas pain"	Gastrointestinal
GI_529.4	Abnormal bowel sounds and visible peristalsis	Gastrointestinal
GI_529.5	Constipation	Gastrointestinal
GI_529.6	Halitosis*	Gastrointestinal
GI_529.7	Fecal incontinence and encopresis	Gastrointestinal
GI_530	Disease of anus and rectum	Gastrointestinal
GI_530.1	Anal fissure	Gastrointestinal
GI_530.2	Anorectal abscess	Gastrointestinal
GI_530.3	Rectal prolapse	Gastrointestinal
GI_530.4	Stenosis of anus and rectum	Gastrointestinal
GI_530.5	Dysplasia of anus	Gastrointestinal
GI_532	Other disorders of the intestines	Gastrointestinal
GI_532.1	Intestinal fistula	Gastrointestinal
GI_532.2	Intestinal perforation	Gastrointestinal
GI_532.3	Intussusception	Gastrointestinal
GI_532.4	Volvulus	Gastrointestinal
GI_535	Intestinal or peritoneal adhesions	Gastrointestinal
GI_537	Abnormality of the peritoneum	Gastrointestinal
GI_537.1	Peritonitis	Gastrointestinal
GI_537.2	Hemoperitoneum	Gastrointestinal
GI_537.3	Peritoneal abscess	Gastrointestinal
GI_540	Hepatitis	Gastrointestinal
GI_540.1	Chronic hepatitis	Gastrointestinal
GI_540.11	Autoimmune hepatitis	Gastrointestinal
GI_540.2	Acute hepatitis	Gastrointestinal
GI_540.3	Viral hepatitits	Gastrointestinal
GI_540.4	Alcoholic hepatitis	Gastrointestinal
GI_542	Chronic liver disease	Gastrointestinal
GI_542.1	Fibrosis and cirrhosis of liver	Gastrointestinal
GI_542.11	Cirrhosis of liver	Gastrointestinal
GI_542.2	Fatty liver disease (FLD)	Gastrointestinal
GI_542.3	Hepatic failure	Gastrointestinal
GI_542.4	Portal hypertension	Gastrointestinal
GI_542.5	Hepatorenal syndrome	Gastrointestinal
GI_542.6	Hepatopulmonary syndrome	Gastrointestinal
GI_542.7	Chronic nonalcoholic liver disease	Gastrointestinal
GI_542.8	Biliary cirrhosis	Gastrointestinal
GI_542.81	Primary biliary cirrhosis*	Gastrointestinal
GI_542.9	Hepatic necrosis	Gastrointestinal
GI_545	Nonspecific abnormal results of function study of liver	Gastrointestinal
GI_546	Other disorders of liver	Gastrointestinal
GI_546.2	Abscess of liver	Gastrointestinal
GI_546.3	Hepatomegaly	Gastrointestinal
GI_546.31	Hepatosplenomegaly*	Gastrointestinal
GI_546.4	Chronic passive congestion of liver	Gastrointestinal
GI_546.5	Peliosis hepatis*	Gastrointestinal
GI_550	Disorders of the gallbladder	Gastrointestinal
GI_550.1	Gallstones [Cholelithiasis]	Gastrointestinal
GI_550.2	Cholecystitis	Gastrointestinal
GI_550.21	Acute cholecystitis	Gastrointestinal
GI_550.22	Chronic cholecystitis	Gastrointestinal
GI_550.3	Gallbladder perforation	Gastrointestinal
GI_550.4	Cholesterolosis of gallbladder	Gastrointestinal
GI_552	Other diseases of biliary tract	Gastrointestinal
GI_552.1	Cholangitis	Gastrointestinal
GI_552.11	Primary sclerosing cholangitis*	Gastrointestinal
GI_552.2	Obstruction of bile duct	Gastrointestinal
GI_554	Diseases of the pancreas	Gastrointestinal
GI_554.1	Pancreatitis	Gastrointestinal
GI_554.11	Acute pancreatitis	Gastrointestinal
GI_554.12	Chronic pancreatitis	Gastrointestinal
GI_554.2	Cyst and pseudocyst of pancreas	Gastrointestinal
GI_554.3	Exocrine pancreatic insufficiency*	Gastrointestinal
GI_555	Ascites	Gastrointestinal
GI_556	Other digestive system symptoms and diseases	Gastrointestinal
GI_556.3	"Abdominal or pelvic swelling, mass, or lump"	Gastrointestinal
GI_556.4	Abdominal rigidity	Gastrointestinal
GI_556.8	Nonspecific abnormal findings in stool contents	Gastrointestinal
GI_557	Gastrointestinal hemorrhage	Gastrointestinal
GI_557.1	Hematemesis	Gastrointestinal
GI_557.2	Blood in stool	Gastrointestinal
GI_557.8	Hemorrhage of rectum and anus	Gastrointestinal
GI_558	Abnormal findings on diagnostic imaging of the digestive tract	Gastrointestinal
GU_580	Glomerular diseases	Genitourinary
GU_580.1	Acute nephritic syndrome	Genitourinary
GU_580.2	Chronic nephritic syndrome	Genitourinary
GU_580.5	Morphologic lesions in glomerular diseases	Genitourinary
GU_580.51	Focal and segmental glomerular lesions*	Genitourinary
GU_580.52	Diffuse membranous glomerulonephritis	Genitourinary
GU_580.53	Diffuse mesangial proliferative glomerulonephritis*	Genitourinary
GU_580.54	Diffuse endocapillary proliferative glomerulonephritis*	Genitourinary
GU_580.55	Diffuse mesangiocapillary glomerulonephritis*	Genitourinary
GU_580.56	Dense deposit disease*	Genitourinary
GU_580.57	Diffuse crescentic glomerulonephritis*	Genitourinary
GU_580.58	C3 glomerulonephritis*	Genitourinary
GU_581	Renal tubulo-interstitial diseases	Genitourinary
GU_581.1	Acute pyelonephritis	Genitourinary
GU_581.13	Renal and perinephric abscess	Genitourinary
GU_581.3	Obstructive and reflux uropathy	Genitourinary
GU_581.31	Hydronephrosis	Genitourinary
GU_581.32	Hydroureter	Genitourinary
GU_581.33	Stricture or kinking of ureter	Genitourinary
GU_581.34	Vesicoureteral reflux	Genitourinary
GU_581.35	Chronic pyelonephritis	Genitourinary
GU_581.4	Drug & heavy metal induced*	Genitourinary
GU_581.5	Interstial nephritis related to specific systemic diseases	Genitourinary
GU_582	Renal failure	Genitourinary
GU_582.1	Acute kidney failure	Genitourinary
GU_582.2	Chronic kidney disease	Genitourinary
GU_582.21	"End stage renal disease [CDK, stage 5]"	Genitourinary
GU_582.3	Renal dialysis	Genitourinary
GU_585	Kidney stone disease	Genitourinary
GU_585.1	Renal colic	Genitourinary
GU_586	Other disorders of the kidney and ureters	Genitourinary
GU_586.1	Small kidney	Genitourinary
GU_586.2	Cyst of kidney	Genitourinary
GU_586.3	Ischemia and infarction of kidney	Genitourinary
GU_586.4	Hypertrophy of kidney	Genitourinary
GU_586.5	"Renal sclerosis, unspecified"	Genitourinary
GU_586.6	Nephroptosis	Genitourinary
GU_586.7	Megaloureter*	Genitourinary
GU_588	Disorders and findings from impaired renal function	Genitourinary
GU_588.1	Disorders resulting from impaired renal function	Genitourinary
GU_588.11	Renal osteodystrophy	Genitourinary
GU_588.12	Nephrogenic diabetes insipidus	Genitourinary
GU_588.2	Abnormal results of function study of kidney	Genitourinary
GU_591	Urinary tract infection [UTI]	Genitourinary
GU_592	Cystitis and urethritis	Genitourinary
GU_592.1	Cystitis	Genitourinary
GU_592.11	Acute cystitis	Genitourinary
GU_592.12	Chronic cystitis	Genitourinary
GU_592.2	Urethritis	Genitourinary
GU_592.21	Urethral syndrome	Genitourinary
GU_592.3	Urethral stricture due to infecton	Genitourinary
GU_593	Hematuria	Genitourinary
GU_593.1	Gross hematuria	Genitourinary
GU_593.2	Microscopic hematuria	Genitourinary
GU_593.3	Recurrent and persistent hematuria*	Genitourinary
GU_594	Abnormality of urination	Genitourinary
GU_594.1	Retention of urine	Genitourinary
GU_594.2	Dysuria	Genitourinary
GU_594.3	Urinary incontinence and enuresis	Genitourinary
GU_594.31	Urge incontinence	Genitourinary
GU_594.32	Stress incontinence	Genitourinary
GU_594.33	Nocturnal enuresis	Genitourinary
GU_594.4	Frequency of urination and polyuria	Genitourinary
GU_594.41	Nocturia	Genitourinary
GU_594.5	Oliguria and anuria	Genitourinary
GU_594.6	Urinary urgency	Genitourinary
GU_596	Other disorders of bladder	Genitourinary
GU_596.1	Bladder neck obstruction	Genitourinary
GU_596.2	Overactive bladder	Genitourinary
GU_596.3	Diverticulum of bladder	Genitourinary
GU_596.4	Vesical fistula	Genitourinary
GU_596.5	Neuromuscular dysfunction of bladder	Genitourinary
GU_597	Other disorders of urethra and urinary tract	Genitourinary
GU_597.1	Urethral stricture	Genitourinary
GU_597.2	Muscular disorders of urethra [Detrusor sphincter dyssynergia]	Genitourinary
GU_597.3	Urethral fistula	Genitourinary
GU_597.4	Urethral diverticulum	Genitourinary
GU_597.5	Urethral caruncle	Genitourinary
GU_597.6	Urethral false passage	Genitourinary
GU_597.8	Urethral hypermobility/ISD	Genitourinary
GU_598	Abnormal findings on radiological and other examination of genitourinary organs	Genitourinary
GU_599	Other symptoms/disorders or the urinary system	Genitourinary
GU_599.7	Urethral discharge	Genitourinary
GU_602	Disorders of prostate	Genitourinary
GU_602.1	Benign prostatic hyperplasia	Genitourinary
GU_602.2	Cyst of prostate	Genitourinary
GU_602.3	Dysplasia of prostate	Genitourinary
GU_602.4	Elevated prostate specific antigen [PSA]	Genitourinary
GU_602.5	Inflammatory diseases of prostate	Genitourinary
GU_602.51	Prostatitis	Genitourinary
GU_602.511	Acute prostatitis	Genitourinary
GU_602.512	Chronic prostatitis	Genitourinary
GU_603	Disorders of testis	Genitourinary
GU_603.1	Hydrocele	Genitourinary
GU_603.2	Spermatocele	Genitourinary
GU_603.3	Torsion of testis	Genitourinary
GU_603.4	Atrophy of testis	Genitourinary
GU_603.5	Orchitis and epididymitis	Genitourinary
GU_603.6	Scrotal pain*	Genitourinary
GU_604	Disorders of penis	Genitourinary
GU_604.1	Redundant prepuce and phimosis	Genitourinary
GU_604.3	Peyronie's disease	Genitourinary
GU_604.4	Priapism	Genitourinary
GU_604.5	Balanoposthitis	Genitourinary
GU_605	Male sexual dysfuction	Genitourinary
GU_605.1	Male erectile dysfunction*	Genitourinary
GU_605.2	Ejaculatory dysfunction	Genitourinary
GU_608	Other disorders of male genital organs	Genitourinary
GU_609	Male infertility	Genitourinary
GU_609.1	Azoospermia	Genitourinary
GU_609.2	Oligospermia	Genitourinary
GU_610	Benign mammary dysplasias	Genitourinary
GU_610.1	Cystic mastopathy	Genitourinary
GU_610.2	Fibroadenosis of breast	Genitourinary
GU_610.3	Fibrosclerosis of breast	Genitourinary
GU_610.5	Mammary duct ectasia	Genitourinary
GU_612	Other nonmalignant breast conditions	Genitourinary
GU_612.1	Inflammatory disease of breast	Genitourinary
GU_612.2	"Breast conditions, congenital or relating to hormones"	Genitourinary
GU_612.21	Galactorrhea	Genitourinary
GU_612.22	Hypertrophy of breast (Gynecomastia)	Genitourinary
GU_612.23	Breast hypoplasia	Genitourinary
GU_612.5	Mastodynia	Genitourinary
GU_612.7	Other signs and symptoms in breast	Genitourinary
GU_612.8	Other specified disorders of breast	Genitourinary
GU_614	Inflammatory diseases of female pelvic organs	Genitourinary
GU_614.1	"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"	Genitourinary
GU_614.3	Pelvic inflammatory disease (PID)	Genitourinary
GU_614.31	Acute inflammatory pelvic disease	Genitourinary
GU_614.32	Chronic inflammatory pelvic disease	Genitourinary
GU_614.4	"Inflammatory diseases of uterus, except cervix"	Genitourinary
GU_614.5	"Inflammatory disease of cervix, vagina, and vulva"	Genitourinary
GU_614.51	Cervicitis and endocervicitis	Genitourinary
GU_614.52	Vaginitis and vulvovaginitis	Genitourinary
GU_614.53	Cyst or abscess of Bartholin's gland	Genitourinary
GU_614.54	Abscess or ulceration of vulva	Genitourinary
GU_614.55	Candidiasis of vulva and vagina	Genitourinary
GU_615	Endometriosis	Genitourinary
GU_616	"Disorders of uterus, except cervix"	Genitourinary
GU_616.1	Endometrial hyperplasia	Genitourinary
GU_616.2	Hypertrophy of uterus	Genitourinary
GU_616.3	Malposition of uterus	Genitourinary
GU_616.4	Intrauterine synechiae	Genitourinary
GU_617	Noninflammatory disorders of cervix	Genitourinary
GU_617.1	Incompetence of cervix uteri	Genitourinary
GU_617.2	Erosion and ectropion of cervix	Genitourinary
GU_617.3	Stricture and stenosis of cervix	Genitourinary
GU_618	Noninflammatory disorders of vagina	Genitourinary
GU_618.1	Stricture and atresia of vagina	Genitourinary
GU_618.3	Atrophic vaginitis	Genitourinary
GU_619	"Noninflammatory disorders of ovary, fallopian tube, and broad ligament"	Genitourinary
GU_619.1	Torsion of ovary	Genitourinary
GU_619.2	Ovarian cyst	Genitourinary
GU_619.21	Follicular cyst of ovary	Genitourinary
GU_619.22	Corpus luteum cyst or hematoma	Genitourinary
GU_619.23	Polycystic ovary syndrome	Genitourinary
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary
GU_621	Dysplasia of female genital organs	Genitourinary
GU_621.1	Dysplasia of cervix	Genitourinary
GU_622	Polyp of female genital organs	Genitourinary
GU_622.1	Polyp of corpus uteri	Genitourinary
GU_622.2	Mucous polyp of cervix	Genitourinary
GU_623	Pelvic organ prolapse and fistulas	Genitourinary
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary
GU_623.5	Pelvic muscle wasting	Genitourinary
GU_623.6	"Vaginal enterocele, congenital or acquired"	Genitourinary
GU_623.8	Fistula involving female genital tract	Genitourinary
GU_624	Symptoms involving female genital tract	Genitourinary
GU_624.1	Dystrophy of female genital tract	Genitourinary
GU_624.2	Acquired atrophy of ovary and fallopian tube	Genitourinary
GU_625	Pain and other symptoms associated with female genital organs	Genitourinary
GU_625.1	Dyspareunia	Genitourinary
GU_625.2	Postcoital bleeding	Genitourinary
GU_625.3	Vulvodynia	Genitourinary
GU_625.4	Vaginismus	Genitourinary
GU_626	Disorders of menstruation and other abnormal bleeding from female genital tract	Genitourinary
GU_626.1	Irregular menstrual cycle/bleeding	Genitourinary
GU_626.11	Oligomenorrhea	Genitourinary
GU_626.111	Amenorrhea	Genitourinary
GU_626.13	Irregular menstrual cycle	Genitourinary
GU_626.16	Excessive menstruation	Genitourinary
GU_626.2	Dysmenorrhea	Genitourinary
GU_626.3	Mittelschmerz	Genitourinary
GU_626.4	Hematometra and hematocolpos	Genitourinary
GU_627	Menopausal and postmenopausal disorders	Genitourinary
GU_627.1	Postmenopausal bleeding	Genitourinary
GU_627.2	Symptomatic menopause	Genitourinary
GU_629	Female infertility	Genitourinary
GU_629.1	Female infertility associated with anovulation	Genitourinary
DE_660	Infection of the skin	Dermatological
DE_660.1	Fungal infection of the skin	Dermatological
DE_660.11	Candidiasis of skin and nails	Dermatological
DE_660.12	Dermatophytosis	Dermatological
DE_660.121	Dermatophytosis of scalp and beard	Dermatological
DE_660.122	Dermatophytosis of nail	Dermatological
DE_660.123	Dermatophytosis of foot [Athelet's foot]	Dermatological
DE_660.124	Dermatophytosis of the body	Dermatological
DE_660.13	Pityriasis versicolor	Dermatological
DE_660.2	Bacterial infection of the skin	Dermatological
DE_660.21	Impetigo	Dermatological
DE_660.22	Staphylococcal scalded skin syndrome [Ritter's disease]	Dermatological
DE_660.23	Cutaneous erysipeloid	Dermatological
DE_660.4	Carbuncle and furuncle	Dermatological
DE_660.6	Cellulitis and abscess	Dermatological
DE_661	Viral exanthemata NOS	Dermatological
DE_662	Rosacea	Dermatological
DE_663	Bullous disorders	Dermatological
DE_663.1	Pemphigus	Dermatological
DE_663.11	Pemphigus vulgaris*	Dermatological
DE_663.12	Pemphigus foliaceous*	Dermatological
DE_663.2	Pemphigoid	Dermatological
DE_663.3	Dermatitis herpetiformis	Dermatological
DE_663.4	Subcorneal pustular dermatosis	Dermatological
DE_663.6	Acantholytic Disorders*	Dermatological
DE_664	Papulosquamous disorders	Dermatological
DE_664.1	"Lichen planus, nitidus, or striatus"	Dermatological
DE_664.2	Pityriasis	Dermatological
DE_664.3	Parapsoriasis	Dermatological
DE_664.4	Psoriasis	Dermatological
DE_664.41	Psoriasis vulgaris*	Dermatological
DE_664.42	Psoriatic arthropathy	Dermatological
DE_665	Erythema nodosum	Dermatological
DE_666	Urticaria	Dermatological
DE_666.1	Allergic urticaria	Dermatological
DE_666.2	Idiopathic urticaria	Dermatological
DE_666.3	Urticaria due to cold and heat	Dermatological
DE_666.4	Dermatographic urticaria	Dermatological
DE_666.5	Vibratory urticaria	Dermatological
DE_666.6	Cholinergic urticaria	Dermatological
DE_667	Erythematous conditions	Dermatological
DE_667.1	Erythema multiforme	Dermatological
DE_667.2	Stevens-Johnson syndrome and Toxic epidermal necrolysis	Dermatological
DE_667.4	Toxic erythema	Dermatological
DE_667.5	Exfoliation due to erythematous condition	Dermatological
DE_668	Dermatitis [eczema]	Dermatological
DE_668.1	Atopic dermatitis	Dermatological
DE_668.2	Seborrheic dermatitis	Dermatological
DE_668.3	Contact dermatitis	Dermatological
DE_668.4	Dermatitis due to substances taken internally	Dermatological
DE_668.5	Lichen simplex chronicus	Dermatological
DE_668.6	Prurigo	Dermatological
DE_668.7	Seborrheic infantile dermatitis	Dermatological
DE_669	Neutrophilic and Eosinophilic dermatoses	Dermatological
DE_669.1	Pyoderma gangrenosum	Dermatological
DE_669.2	Behcet's syndrome	Dermatological
DE_669.3	Hidradenitis suppurativa	Dermatological
DE_669.4	Febrile neutrophilic dermatosis [Sweet's syndrome]*	Dermatological
DE_670	Seborrheic keratosis	Dermatological
DE_672	Skin changes due to solar radiation	Dermatological
DE_672.1	Acute skin changes due to ultraviolet radiation	Dermatological
DE_672.11	Acute dermatitis due to solar radiation	Dermatological
DE_672.12	Sunburn	Dermatological
DE_672.14	Disseminated superficial actinic porokeratosis (DSAP)	Dermatological
DE_672.2	Skin changes due to chronic exposure to nonionizing radiation	Dermatological
DE_672.21	Actinic keratosis	Dermatological
DE_672.22	Actinic reticuloid and actinic granuloma	Dermatological
DE_674	Disorders of pigmentation	Dermatological
DE_674.1	Hypopigmentation	Dermatological
DE_674.11	Vitiligo	Dermatological
DE_674.2	Hypepigmentation*	Dermatological
DE_674.21	Cafe au lait spots*	Dermatological
DE_674.22	Freckles*	Dermatological
DE_675	Atrophic conditions of skin	Dermatological
DE_675.1	Circumscribed scleroderma	Dermatological
DE_675.2	Striae atrophicae	Dermatological
DE_676	Hypertrophic conditions of skin	Dermatological
DE_676.1	Hypertrophic scar [Keloid scar]	Dermatological
DE_676.2	Scar conditions and fibrosis of skin	Dermatological
DE_677	Chilblains	Dermatological
DE_678	Other skin and subcutaneous disorders	Dermatological
DE_679	Skin symptoms	Dermatological
DE_679.1	Rash and other nonspecific skin eruption	Dermatological
DE_679.2	Pallor	Dermatological
DE_679.3	Flushing	Dermatological
DE_679.4	Pruritus	Dermatological
DE_679.5	Pyoderma	Dermatological
DE_679.6	Changes in skin texture	Dermatological
DE_680	Epidermal thickening	Dermatological
DE_680.1	Corns and callosities	Dermatological
DE_680.2	Keratoderma	Dermatological
DE_680.3	Xerosis cutis*	Dermatological
DE_680.4	Ainhum	Dermatological
DE_680.5	Acanthosis nigricans	Dermatological
DE_681	"Localized swelling, mass and lump of skin and subcutaneous tissue"	Dermatological
DE_682	Other follicular disorders	Dermatological
DE_682.1	Cutaneous cyst	Dermatological
DE_682.11	Sebaceous cyst [Epidermal cyst]	Dermatological
DE_682.12	Pilar and trichodermal cyst	Dermatological
DE_682.2	Pilonidal cyst	Dermatological
DE_682.4	Acne	Dermatological
DE_683	Nail disorders	Dermatological
DE_683.1	Ingrowing nail	Dermatological
DE_683.2	Nail dystrophy*	Dermatological
DE_683.4	Onycholysis*	Dermatological
DE_684	Diseases of hair and hair follicles	Dermatological
DE_684.1	Alopecia	Dermatological
DE_684.11	Alopecia Areata	Dermatological
DE_684.12	Telogen effluvium	Dermatological
DE_684.13	Scarring hair loss*	Dermatological
DE_684.14	Androgenic alopecia*	Dermatological
DE_684.2	Hypertrichosis and hirsutism	Dermatological
DE_684.21	Hirsutism*	Dermatological
DE_684.8	Abnormalities of the hair	Dermatological
DE_685	Disorders of sweat glands	Dermatological
DE_685.1	Dyshidrosis	Dermatological
DE_685.4	Prickly heat and miliaria	Dermatological
DE_685.5	Anhidrosis	Dermatological
DE_685.8	Hyperhidrosis	Dermatological
DE_685.81	Primary focal hyperhidrosis	Dermatological
DE_685.82	Generalized hyperhidrosis	Dermatological
DE_686	Chronic ulcer of skin	Dermatological
DE_686.1	Pressure ulcer	Dermatological
DE_686.2	Non-pressure chronic ulcer	Dermatological
DE_687	Vascular disorders of the skin	Dermatological
DE_688	Granulomatous disorder of the skin	Dermatological
DE_688.1	Sarcoidosis	Dermatological
DE_688.2	Foreign body granuloma	Dermatological
DE_688.3	Pyogenic granuloma of skin and subcutaneous tissue	Dermatological
DE_688.5	Giant cell granuloma	Dermatological
MS_700	Diffuse diseases of connective tissue	Muscloskeletal
MS_700.1	Lupus	Muscloskeletal
MS_700.11	Systemic lupus erythematosus [SLE]	Muscloskeletal
MS_700.12	Cutaneous lupus erythematosus	Muscloskeletal
MS_700.2	Sicca syndrome [Sjogren syndrome]	Muscloskeletal
MS_700.3	Systemic sclerosis	Muscloskeletal
MS_700.4	Inflammatory myopathy	Muscloskeletal
MS_700.41	Myositis	Muscloskeletal
MS_700.42	Dermatomyositis	Muscloskeletal
MS_700.43	Polymyositis	Muscloskeletal
MS_700.44	Inclusion body myositis	Muscloskeletal
MS_700.6	Autoinflammatory syndromes*	Muscloskeletal
MS_700.7	Multisystem inflammatory syndrome*	Muscloskeletal
MS_701	"Osteomyelitis, periostitis, and other infections involving bone"	Muscloskeletal
MS_701.1	Osteomyelitis	Muscloskeletal
MS_701.11	Acute/subacute osteomyelitis	Muscloskeletal
MS_701.12	Chronic osteomyelitis	Muscloskeletal
MS_702	Infective and reactive arthropathies	Muscloskeletal
MS_702.1	Pyogenic arthritis [Septic arthritis]	Muscloskeletal
MS_702.2	Reiter's disease [Reactive arthritis]	Muscloskeletal
MS_702.3	Enteropathic arthropathies	Muscloskeletal
MS_703	Chrystal arthropathies	Muscloskeletal
MS_703.1	Gout	Muscloskeletal
MS_703.2	Chondrocalcinosis	Muscloskeletal
MS_703.3	Hydroxyapatite deposition disease*	Muscloskeletal
MS_704	Systemic vasculitis	Muscloskeletal
MS_704.1	Polyarteritis nodosa and related conditions	Muscloskeletal
MS_704.11	Polyarteritis nodosa	Muscloskeletal
MS_704.12	Mucocutaneous lymph node syndrome [Kawasaki]	Muscloskeletal
MS_704.13	ANCA-associated vasculitides*	Muscloskeletal
MS_704.2	Wegener's granulomatosis	Muscloskeletal
MS_704.3	Thrombotic microangiopathy	Muscloskeletal
MS_704.4	Hypersensitivity angiitis	Muscloskeletal
MS_704.5	Giant cell arteritis	Muscloskeletal
MS_704.6	Aortic arch syndrome [Takayasu's disease]	Muscloskeletal
MS_704.7	Cerebral arteritis	Muscloskeletal
MS_704.8	Thromboangiitis obliterans [Buerger's disease]	Muscloskeletal
MS_704.9	Allergic purpura [Henoch-Schoenlein purpura]	Muscloskeletal
MS_705	Rheumatoid arthritis and other inflammatory polyarthropathies	Muscloskeletal
MS_705.1	Rheumatoid arthritis	Muscloskeletal
MS_705.11	Rheumatoid arthritis without rheumatoid factor*	Muscloskeletal
MS_705.12	Rheumatoid arthritis with rheumatoid factor*	Muscloskeletal
MS_705.2	Juvenile rheumatoid arthritis [JRA/JIA]	Muscloskeletal
MS_705.3	Polymyalgia rheumatica	Muscloskeletal
MS_705.4	Palindromic rheumatism	Muscloskeletal
MS_705.5	"Rheumatism, unspecified"	Muscloskeletal
MS_705.6	Chronic postrheumatic arthropathy [Jaccoud]	Muscloskeletal
MS_706	Inflammatory spondylopathies	Muscloskeletal
MS_706.1	Sacroiliitis	Muscloskeletal
MS_706.2	Ankylosing spondylitis	Muscloskeletal
MS_706.3	Spinal enthesopathy	Muscloskeletal
MS_707	Other arthropathies	Muscloskeletal
MS_707.1	Villonodular synovitis	Muscloskeletal
MS_707.2	Traumatic arthropathy	Muscloskeletal
MS_707.3	Kaschin-Beck disease	Muscloskeletal
MS_707.8	Polyarthritis	Muscloskeletal
MS_707.9	Monoarthritis	Muscloskeletal
MS_708	Osteoarthritis	Muscloskeletal
MS_708.1	Osteoarthritis of more than one site	Muscloskeletal
MS_708.11	Generalized osteoarthritis	Muscloskeletal
MS_709	Acquired deformities of fingers and toes	Muscloskeletal
MS_709.1	Acquired deformities of fingers	Muscloskeletal
MS_709.11	Mallet finger	Muscloskeletal
MS_709.12	Boutonniere deformity	Muscloskeletal
MS_709.13	Swan-neck deformity	Muscloskeletal
MS_709.2	Acquired deformities of toe	Muscloskeletal
MS_709.21	Hallux valgus (Bunion)	Muscloskeletal
MS_709.22	Hallux rigidus	Muscloskeletal
MS_709.23	Hallux varus	Muscloskeletal
MS_709.24	Hammer toe	Muscloskeletal
MS_710	Acquired deformities of limbs	Muscloskeletal
MS_710.1	Acquired deformities of the forearm and hand	Muscloskeletal
MS_710.11	Wrist drop	Muscloskeletal
MS_710.12	Acquired clawhand	Muscloskeletal
MS_710.13	Acquired clubhand	Muscloskeletal
MS_710.2	Deformities of the hip	Muscloskeletal
MS_710.21	Coxa valga	Muscloskeletal
MS_710.22	Coxa vara	Muscloskeletal
MS_710.23	Protrusio acetabuli	Muscloskeletal
MS_710.3	Deformities of the knee	Muscloskeletal
MS_710.31	Genu valgum (acquired)	Muscloskeletal
MS_710.32	Genu varum (acquired)	Muscloskeletal
MS_710.4	Acquired deformities of the ankle and foot	Muscloskeletal
MS_710.41	Flat foot [pes planus]	Muscloskeletal
MS_710.42	Club foot	Muscloskeletal
MS_710.43	Cavus deformity of foot	Muscloskeletal
MS_710.44	Foot drop (acquired)*	Muscloskeletal
MS_710.45	Claw foot (acquired)	Muscloskeletal
MS_710.6	Unequal limb length (acquired)	Muscloskeletal
MS_711	Disorder of patella	Muscloskeletal
MS_711.1	Derangement of meniscus	Muscloskeletal
MS_712	Joint derangements and related disorders	Muscloskeletal
MS_712.1	Loose body in joint	Muscloskeletal
MS_712.3	Articular cartilage disorder	Muscloskeletal
MS_712.4	Ankylosis of joint	Muscloskeletal
MS_712.5	Disorder of ligament	Muscloskeletal
MS_712.51	Hypermobility syndrome	Muscloskeletal
MS_712.6	Instability of joint	Muscloskeletal
MS_712.61	Recurrent dislocation of joint	Muscloskeletal
MS_712.62	Pathological dislocation of joint	Muscloskeletal
MS_712.63	Spinal instabilities*	Muscloskeletal
MS_713	Symptoms related to joints	Muscloskeletal
MS_713.1	Hemarthrosis	Muscloskeletal
MS_713.2	Effusion of joint	Muscloskeletal
MS_713.3	Pain in joint	Muscloskeletal
MS_713.31	Pain in shoulder	Muscloskeletal
MS_713.32	Pain in elbow	Muscloskeletal
MS_713.34	Pain in wrist*	Muscloskeletal
MS_713.35	Pain in joints of hand	Muscloskeletal
MS_713.36	Pain in hip	Muscloskeletal
MS_713.37	Pain in knee	Muscloskeletal
MS_713.38	Pain in ankle and joints of foot	Muscloskeletal
MS_713.4	Stiffness of joint	Muscloskeletal
MS_713.5	Clicking hip*	Muscloskeletal
MS_714	Deforming dorsopathies	Muscloskeletal
MS_714.1	Kyphosis	Muscloskeletal
